user_id,joke_id,rating,prediction,similar_users
8,joke103,2.5010654877240777,2.5000768351807534,"[{'other_user_id': 23, 'similarity': 0.9873605090265903}
 {'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke105,2.480686655174669,2.4998891488766075,"[{'other_user_id': 23, 'similarity': 0.9873605090265903}
 {'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke108,2.4896218860153567,2.4762104166883954,"[{'other_user_id': 23, 'similarity': 0.9873605090265903}
 {'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke114,2.4725164949836875,2.491504478997842,"[{'other_user_id': 23, 'similarity': 0.9873605090265903}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke119,2.4784514143432292,2.491410489667598,"[{'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}]"
8,joke127,2.4753272421842096,2.4708281788696147,"[{'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}]"
8,joke13,2.4889494002851884,2.496847159205835,"[{'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}
 {'other_user_id': 23, 'similarity': 0.9873605090265903}]"
8,joke134,2.49075743320044,2.496739320447782,"[{'other_user_id': 23, 'similarity': 0.9873605090265903}
 {'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke145,2.5011676270669208,2.5019552848913946,"[{'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke146,2.506113896679282,2.49783081018414,"[{'other_user_id': 23, 'similarity': 0.9873605090265903}
 {'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke149,2.498800151774986,2.4953756756713057,"[{'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}]"
8,joke17,2.4912902188361112,2.490836133244407,"[{'other_user_id': 23, 'similarity': 0.9873605090265903}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke20,2.505074045631562,2.4941542833847263,"[{'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke22,2.498881836358255,2.497301751761359,"[{'other_user_id': 23, 'similarity': 0.9873605090265903}
 {'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke46,2.4977083881295474,2.4941953688183336,"[{'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke47,2.4927950086320125,2.488234202078176,"[{'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 44, 'similarity': 0.9897233493627826}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
8,joke48,2.494477528238308,2.4984160324618196,"[{'other_user_id': 23, 'similarity': 0.9873605090265903}
 {'other_user_id': 31, 'similarity': 0.9885126480799833}
 {'other_user_id': 27, 'similarity': 0.9897069362335551}
 {'other_user_id': 32, 'similarity': 0.9938819654358279}]"
